date,days_since_invasion,estimate,ci_lower,ci_upper,pi_low,pi_high,type,country
2025-10-12,1326,270876.0279679763,227252.27072418033,323568.52513936546,202537.61902011605,362272.5665158735,deaths,russia
2025-10-11,1325,270636.9253761132,227252.27072418033,323242.32418514194,202367.2788288293,361937.6913852347,deaths,russia
2025-10-10,1324,270404.01208515686,227252.27072418033,322920.9833613386,202202.69666448195,361609.0813138206,deaths,russia
2025-10-09,1323,270192.17104253016,227252.27072418033,322547.5417357606,202083.95959995352,361254.9135855661,deaths,russia
2025-10-08,1322,269991.8083695986,227252.27072418033,322152.77595531795,201987.42968007154,360891.8278231019,deaths,russia
2025-10-07,1321,269811.0965966282,227252.27072418033,321732.4207562669,201924.78847477632,360520.82598254416,deaths,russia
2025-10-06,1320,269619.1004978998,227252.27072418033,321337.4589277076,201838.6224552434,360161.59266868385,deaths,russia
2025-10-05,1319,269427.3487865027,227252.27072418033,320941.94733387575,201752.92535799713,359802.20135997364,deaths,russia
2025-10-04,1318,269241.54085468216,227252.27072418033,320536.08787907654,201678.43822283318,359438.7204033722,deaths,russia
2025-10-03,1317,269059.5866502329,227252.27072418033,320114.8250372701,201614.42352537593,359066.95713944215,deaths,russia
2025-10-02,1316,268847.6693379282,227252.27072418033,319653.73594545503,201528.35454490193,358654.7311185886,deaths,russia
2025-10-01,1315,268583.5753434856,227252.27072418033,319109.42496796435,201409.34955323537,358162.11072324193,deaths,russia
2025-09-30,1314,268283.8877095131,227252.27072418033,318503.59801724646,201269.53888492534,357611.7797030439,deaths,russia
2025-09-29,1313,267973.68768739403,227252.27072418033,317821.2842470131,201145.62391603977,357005.18576340005,deaths,russia
2025-09-28,1312,267634.2168863858,227252.27072418033,317035.96366627916,201024.16982748767,356316.49672448373,deaths,russia
2025-09-27,1311,267253.07724813826,227252.27072418033,316135.4150518686,200894.33331529718,355532.0797605886,deaths,russia
2025-09-26,1310,266827.71740337065,227252.27072418033,315147.5395768782,200742.35402767395,354669.6313394581,deaths,russia
2025-09-25,1309,266400.1796519434,227252.27072418033,314167.0763673025,200584.21901223174,353812.7577606686,deaths,russia
2025-09-24,1308,266002.28488693695,227252.27072418033,313244.7956974735,200440.09466077902,353010.2953452467,deaths,russia
2025-09-23,1307,265614.0134731207,227252.27072418033,312375.3162887976,200287.72122425423,352248.1930064552,deaths,russia
2025-09-22,1306,265260.3552244627,227252.27072418033,311515.6861840701,200173.46730611078,351511.1011651801,deaths,russia
2025-09-21,1305,264935.9237816858,227252.27072418033,310706.5013865886,200075.50388710963,350823.34024063963,deaths,russia
2025-09-20,1304,264650.313844407,227252.27072418033,309965.09638253413,199999.1465690146,350200.99024482106,deaths,russia
2025-09-19,1303,264392.605476849,227252.27072418033,309262.4261741418,199941.77406600112,349619.68316986214,deaths,russia
2025-09-18,1302,264154.20951001684,227252.27072418033,308588.92048203654,199896.61843873828,349068.4335516338,deaths,russia
2025-09-17,1301,263923.15021561104,227252.27072418033,307909.824378802,199861.8034856489,348518.82535323664,deaths,russia
2025-09-16,1300,263697.80145543936,227252.27072418033,307194.5755862446,199846.34548681436,347950.83102789894,deaths,russia
2025-09-15,1299,263453.55043156113,227252.27072418033,306468.69360300835,199811.2593061247,347367.46123910166,deaths,russia
2025-09-14,1298,263197.8677381689,227252.27072418033,305752.4976868004,199758.30822569624,346785.333750544,deaths,russia
2025-09-13,1297,262919.0385995895,227252.27072418033,305016.47158013645,199683.80193283648,346179.99974159227,deaths,russia
2025-09-12,1296,262631.1627781959,227252.27072418033,304270.4280927964,199601.09539672066,345565.46885174105,deaths,russia
2025-09-11,1295,262326.8585988795,227252.27072418033,303494.7447294668,199508.32804849403,344925.47292077064,deaths,russia
2025-09-10,1294,261992.32317175885,227252.27072418033,302682.98047807574,199391.19606827683,344248.43414523825,deaths,russia
2025-09-09,1293,261631.75777526025,227252.27072418033,301843.0292124315,199251.86532758104,343541.6801226292,deaths,russia
2025-09-08,1292,261245.35130591178,227252.27072418033,300949.929583231,199099.26959705612,342790.2488308128,deaths,russia
2025-09-07,1291,260838.53312400405,227252.27072418033,300014.6226830241,198936.1109104658,342003.7238538636,deaths,russia
2025-09-06,1290,260456.10852902476,227252.27072418033,299115.11523580947,198788.8561768859,341254.15051092464,deaths,russia
2025-09-05,1289,260079.66801475492,227252.27072418033,298224.0343723813,198644.72536882493,340515.3038601511,deaths,russia
2025-09-04,1288,259692.2864261254,227252.27072418033,297306.5935753091,198495.3459626863,339757.2228667601,deaths,russia
2025-09-03,1287,259297.88182553538,227252.27072418033,296362.49804593215,198345.40480252245,338982.1227355521,deaths,russia
2025-09-02,1286,258902.12116670798,227252.27072418033,295414.92668187764,198193.81653891047,338206.6715404697,deaths,russia
2025-09-01,1285,258509.72755200672,227252.27072418033,294508.9439961351,198031.51238945217,337458.5723511878,deaths,russia
2025-08-31,1284,258129.25246725715,227252.27072418033,293643.92349703214,197868.92741651938,336742.3056245691,deaths,russia
2025-08-30,1283,257724.94768125043,227252.27072418033,292766.3678027853,197681.76203725874,336005.9167658099,deaths,russia
2025-08-29,1282,257324.73396353776,227252.27072418033,291937.55659820157,197482.73917377536,335300.5872471747,deaths,russia
2025-08-28,1281,256953.88267860442,227252.27072418033,291196.17108938785,197288.97454672705,334663.07820620533,deaths,russia
2025-08-27,1280,256625.6890378576,227252.27072418033,290528.5997354726,197120.40388748888,334094.1721861593,deaths,russia
2025-08-26,1279,256330.24069529166,227252.27072418033,289909.7503335608,196973.64906311827,333573.738009489,deaths,russia
2025-08-25,1278,256077.83591414927,227252.27072418033,289319.8870745574,196867.16917538425,333097.25837512384,deaths,russia
2025-08-24,1277,255825.2390067782,227252.27072418033,288702.25172071235,196768.57000719022,332607.10285828647,deaths,russia
2025-08-23,1276,255590.13322853245,227252.27072418033,288083.3234694383,196689.90273696373,332128.9113555424,deaths,russia
2025-08-22,1275,255351.26443649194,227252.27072418033,287425.6070989337,196618.21581301658,331629.3273694538,deaths,russia
2025-08-21,1274,255087.52195867102,227252.27072418033,286706.32685679756,196536.0721122979,331082.9548590876,deaths,russia
2025-08-20,1273,254796.7038236476,227252.27072418033,285951.7664137791,196432.53290803454,330502.5844034208,deaths,russia
2025-08-19,1272,254486.83637631923,227252.27072418033,285176.730236677,196312.27013996695,329901.1690966408,deaths,russia
2025-08-18,1271,254143.19473206735,227252.27072418033,284359.18571006303,196165.09275028383,329257.6413562922,deaths,russia
2025-08-17,1270,253810.55296607368,227252.27072418033,283562.8785244605,196022.98219122572,328634.3379991831,deaths,russia
2025-08-16,1269,253483.96470297035,227252.27072418033,282790.1705404467,195879.76897589635,328028.7578447386,deaths,russia
2025-08-15,1268,253153.31234436235,227252.27072418033,282030.4948156251,195727.0554982576,327428.7604381178,deaths,russia
2025-08-14,1267,252830.75187551352,227252.27072418033,281296.9585440027,195574.88193102652,326848.96763871954,deaths,russia
2025-08-13,1266,252514.33386213376,227252.27072418033,280586.3090268737,195422.08322530563,326286.26146414387,deaths,russia
2025-08-12,1265,252207.5496668923,227249.5380618267,279908.1258360151,195270.02937284618,325747.3406167499,deaths,russia
2025-08-11,1264,251915.3526517514,227245.3919765354,279264.8934807049,195123.64432307897,325236.77139419236,deaths,russia
2025-08-10,1263,251598.91786412167,227209.1437135018,278608.13645109057,194953.086847801,324704.02052613144,deaths,russia
2025-08-09,1262,251260.2191150535,227143.9895054073,277938.106598711,194760.6931352893,324150.25695045415,deaths,russia
2025-08-08,1261,250935.17289231336,227080.55387730637,277296.7802854799,194574.9861690327,323620.6723430965,deaths,russia
2025-08-07,1260,250604.62156281606,227012.25946550156,276649.8936000853,194383.97104513049,323085.8052930648,deaths,russia
2025-08-06,1259,250269.98839876542,226936.24975861344,276004.0159928113,194187.4878643191,322549.5806972002,deaths,russia
2025-08-05,1258,249934.17861422064,226863.7033519345,275351.8988708951,193990.79296609608,322010.74548627046,deaths,russia
2025-08-04,1257,249612.2009267743,226805.70078058305,274713.2122752134,193805.18894091784,321489.21965206583,deaths,russia
2025-08-03,1256,249332.7236276537,226787.37341853176,274124.0723658264,193652.7765294717,321022.184577888,deaths,russia
2025-08-02,1255,249067.68983489776,226787.37341853176,273545.37720647117,193512.98653125897,320571.4809068923,deaths,russia
2025-08-01,1254,248810.7641388157,226787.37341853176,272979.9295780118,193378.1427932173,320133.5124898739,deaths,russia
2025-07-31,1253,248571.61612677883,226787.37341853176,272453.75100254605,193252.0406732478,319726.88278104627,deaths,russia
2025-07-30,1252,248344.8440811487,226787.37341853176,271952.3570503368,193132.5911242924,319341.13877007423,deaths,russia
2025-07-29,1251,248114.67872832692,226778.51579788252,271458.9908598015,193006.84119231274,318957.13896644226,deaths,russia
