date,source,country,source_id,estimate_type,estimate,total_daily_log_war_fires_to_date,total_daily_log_war_fires_to_date_in_russia_held_area,total_daily_log_war_fires_to_date_in_ukraine_held_area,total_cloud_cover_in_east_of_country_to_date,total_change_in_area_assessed_as_russia_controlled,days_since_invasion,weight,source_type
2022-12-05,Meduza,russia,deaths_via_meduza_assembled_42,estimate_high,21402.82067301386,711.7686318553417,577.5580896985742,457.71579012516486,164.668,205258874556.40945,284,0.3333333333333333,deaths
2022-12-12,Meduza,russia,deaths_via_meduza_assembled_43,estimate,18541.937070548098,711.7686318553417,577.5580896985742,457.71579012516486,171.038,205270994494.25412,291,0.3333333333333333,deaths
2022-12-12,Meduza,russia,deaths_via_meduza_assembled_43,estimate_low,14792.642058184289,711.7686318553417,577.5580896985742,457.71579012516486,171.038,205270994494.25412,291,0.3333333333333333,deaths
2022-12-12,Meduza,russia,deaths_via_meduza_assembled_43,estimate_high,22291.232082911905,711.7686318553417,577.5580896985742,457.71579012516486,171.038,205270994494.25412,291,0.3333333333333333,deaths
2022-12-19,Meduza,russia,deaths_via_meduza_assembled_44,estimate,19504.8251570231,711.7686318553417,577.5580896985742,457.71579012516486,176.854,205356851342.86798,298,0.3333333333333333,deaths
2022-12-19,Meduza,russia,deaths_via_meduza_assembled_44,estimate_low,15603.824363415697,711.7686318553417,577.5580896985742,457.71579012516486,176.854,205356851342.86798,298,0.3333333333333333,deaths
2022-12-19,Meduza,russia,deaths_via_meduza_assembled_44,estimate_high,23405.8259506305,711.7686318553417,577.5580896985742,457.71579012516486,176.854,205356851342.86798,298,0.3333333333333333,deaths
2022-12-26,Meduza,russia,deaths_via_meduza_assembled_45,estimate,20745.79164296811,711.7686318553417,577.5580896985742,457.71579012516486,182.94,205365779884.26877,305,0.3333333333333333,deaths
2022-12-26,Meduza,russia,deaths_via_meduza_assembled_45,estimate_low,16656.058177990653,711.7686318553417,577.5580896985742,457.71579012516486,182.94,205365779884.26877,305,0.3333333333333333,deaths
2022-12-26,Meduza,russia,deaths_via_meduza_assembled_45,estimate_high,24835.52510794557,711.7686318553417,577.5580896985742,457.71579012516486,182.94,205365779884.26877,305,0.3333333333333333,deaths
2023-01-02,Meduza,russia,deaths_via_meduza_assembled_46,estimate,21786.254792303003,714.4076891849569,580.1971470281895,457.71579012516486,187.523,205541605199.9962,312,0.3333333333333333,deaths
2023-01-02,Meduza,russia,deaths_via_meduza_assembled_46,estimate_low,17518.355487926077,714.4076891849569,580.1971470281895,457.71579012516486,187.523,205541605199.9962,312,0.3333333333333333,deaths
2023-01-02,Meduza,russia,deaths_via_meduza_assembled_46,estimate_high,26054.154096679922,714.4076891849569,580.1971470281895,457.71579012516486,187.523,205541605199.9962,312,0.3333333333333333,deaths
2023-01-09,Meduza,russia,deaths_via_meduza_assembled_47,estimate,22547.252443613044,715.1008363655169,580.8902942087494,457.71579012516486,192.577,205685163624.58826,319,0.3333333333333333,deaths
2023-01-09,Meduza,russia,deaths_via_meduza_assembled_47,estimate_low,18166.36204684269,715.1008363655169,580.8902942087494,457.71579012516486,192.577,205685163624.58826,319,0.3333333333333333,deaths
2023-01-09,Meduza,russia,deaths_via_meduza_assembled_47,estimate_high,26928.1428403834,715.1008363655169,580.8902942087494,457.71579012516486,192.577,205685163624.58826,319,0.3333333333333333,deaths
2023-01-16,Meduza,russia,deaths_via_meduza_assembled_48,estimate,23453.801316342942,715.7939835460768,581.5834413893094,457.71579012516486,198.577,205755931490.95203,326,0.3333333333333333,deaths
2023-01-16,Meduza,russia,deaths_via_meduza_assembled_48,estimate_low,18923.164780720548,715.7939835460768,581.5834413893094,457.71579012516486,198.577,205755931490.95203,326,0.3333333333333333,deaths
2023-01-16,Meduza,russia,deaths_via_meduza_assembled_48,estimate_high,27984.437851965333,715.7939835460768,581.5834413893094,457.71579012516486,198.577,205755931490.95203,326,0.3333333333333333,deaths
2023-01-23,Meduza,russia,deaths_via_meduza_assembled_49,estimate,24549.477084517,721.0720982053074,586.8615560485399,457.71579012516486,204.431,205932817667.76822,333,0.3333333333333333,deaths
2023-01-23,Meduza,russia,deaths_via_meduza_assembled_49,estimate_low,19839.21683859077,721.0720982053074,586.8615560485399,457.71579012516486,204.431,205932817667.76822,333,0.3333333333333333,deaths
2023-01-23,Meduza,russia,deaths_via_meduza_assembled_49,estimate_high,29259.737330443222,721.0720982053074,586.8615560485399,457.71579012516486,204.431,205932817667.76822,333,0.3333333333333333,deaths
2023-01-30,Meduza,russia,deaths_via_meduza_assembled_50,estimate,25996.82964585754,721.0720982053074,586.8615560485399,457.71579012516486,209.805,206018094245.34888,340,0.3333333333333333,deaths
2023-01-30,Meduza,russia,deaths_via_meduza_assembled_50,estimate_low,21042.301833040834,721.0720982053074,586.8615560485399,457.71579012516486,209.805,206018094245.34888,340,0.3333333333333333,deaths
2023-01-30,Meduza,russia,deaths_via_meduza_assembled_50,estimate_high,30951.35745867424,721.0720982053074,586.8615560485399,457.71579012516486,209.805,206018094245.34888,340,0.3333333333333333,deaths
2023-02-06,Meduza,russia,deaths_via_meduza_assembled_51,estimate,27566.078189061278,721.0720982053074,586.8615560485399,457.71579012516486,215.725,206077092138.72836,347,0.3333333333333333,deaths
2023-02-06,Meduza,russia,deaths_via_meduza_assembled_51,estimate_low,22363.80309010405,721.0720982053074,586.8615560485399,457.71579012516486,215.725,206077092138.72836,347,0.3333333333333333,deaths
2023-02-06,Meduza,russia,deaths_via_meduza_assembled_51,estimate_high,32768.3532880185,721.0720982053074,586.8615560485399,457.71579012516486,215.725,206077092138.72836,347,0.3333333333333333,deaths
2023-02-13,Meduza,russia,deaths_via_meduza_assembled_52,estimate,28692.289347632526,721.0720982053074,586.8615560485399,457.71579012516486,219.596,206145075054.87326,354,0.3333333333333333,deaths
2023-02-13,Meduza,russia,deaths_via_meduza_assembled_52,estimate_low,23336.83568077395,721.0720982053074,586.8615560485399,457.71579012516486,219.596,206145075054.87326,354,0.3333333333333333,deaths
2023-02-13,Meduza,russia,deaths_via_meduza_assembled_52,estimate_high,34047.743014491105,721.0720982053074,586.8615560485399,457.71579012516486,219.596,206145075054.87326,354,0.3333333333333333,deaths
2023-02-20,Meduza,russia,deaths_via_meduza_assembled_53,estimate,29728.846187800315,721.0720982053074,586.8615560485399,457.71579012516486,224.911,206198763877.28436,361,0.3333333333333333,deaths
2023-02-20,Meduza,russia,deaths_via_meduza_assembled_53,estimate_low,24236.137282450007,721.0720982053074,586.8615560485399,457.71579012516486,224.911,206198763877.28436,361,0.3333333333333333,deaths
2023-02-20,Meduza,russia,deaths_via_meduza_assembled_53,estimate_high,35221.555093150615,721.0720982053074,586.8615560485399,457.71579012516486,224.911,206198763877.28436,361,0.3333333333333333,deaths
2023-02-27,Meduza,russia,deaths_via_meduza_assembled_54,estimate,30700.913441626803,721.0720982053074,586.8615560485399,457.71579012516486,230.381,206264064044.2735,368,0.3333333333333333,deaths
2023-02-27,Meduza,russia,deaths_via_meduza_assembled_54,estimate_low,25079.58358926569,721.0720982053074,586.8615560485399,457.71579012516486,230.381,206264064044.2735,368,0.3333333333333333,deaths
2023-02-27,Meduza,russia,deaths_via_meduza_assembled_54,estimate_high,36322.243293987915,721.0720982053074,586.8615560485399,457.71579012516486,230.381,206264064044.2735,368,0.3333333333333333,deaths
2023-03-06,Meduza,russia,deaths_via_meduza_assembled_55,estimate,31729.80269753121,730.6217638828872,594.2881051209372,463.26096756964444,234.765,206525959581.8413,375,0.3333333333333333,deaths
2023-03-06,Meduza,russia,deaths_via_meduza_assembled_55,estimate_low,25962.093911058193,730.6217638828872,594.2881051209372,463.26096756964444,234.765,206525959581.8413,375,0.3333333333333333,deaths
2023-03-06,Meduza,russia,deaths_via_meduza_assembled_55,estimate_high,37497.51148400422,730.6217638828872,594.2881051209372,463.26096756964444,234.765,206525959581.8413,375,0.3333333333333333,deaths
2023-03-13,Meduza,russia,deaths_via_meduza_assembled_56,estimate,32904.25316554329,747.8021397332661,608.6252625412991,473.7114197925624,239.932,206569584795.88336,382,0.3333333333333333,deaths
2023-03-13,Meduza,russia,deaths_via_meduza_assembled_56,estimate_low,26943.495574906206,747.8021397332661,608.6252625412991,473.7114197925624,239.932,206569584795.88336,382,0.3333333333333333,deaths
2023-03-13,Meduza,russia,deaths_via_meduza_assembled_56,estimate_high,38865.01075618037,747.8021397332661,608.6252625412991,473.7114197925624,239.932,206569584795.88336,382,0.3333333333333333,deaths
2023-03-20,Meduza,russia,deaths_via_meduza_assembled_57,estimate,34094.904203203,764.9181624333017,616.3327747358994,488.82907759238793,245.035,206625961368.83844,389,0.3333333333333333,deaths
2023-03-20,Meduza,russia,deaths_via_meduza_assembled_57,estimate_low,27933.05445398963,764.9181624333017,616.3327747358994,488.82907759238793,245.035,206625961368.83844,389,0.3333333333333333,deaths
2023-03-20,Meduza,russia,deaths_via_meduza_assembled_57,estimate_high,40256.753952416366,764.9181624333017,616.3327747358994,488.82907759238793,245.035,206625961368.83844,389,0.3333333333333333,deaths
2023-03-27,Meduza,russia,deaths_via_meduza_assembled_58,estimate,34750.08814352629,795.9277876016398,638.7931539332806,514.4399485182267,250.365,206644395046.9921,396,0.3333333333333333,deaths
2023-03-27,Meduza,russia,deaths_via_meduza_assembled_58,estimate_low,28508.945486181266,795.9277876016398,638.7931539332806,514.4399485182267,250.365,206644395046.9921,396,0.3333333333333333,deaths
2023-03-27,Meduza,russia,deaths_via_meduza_assembled_58,estimate_high,40991.23080087132,795.9277876016398,638.7931539332806,514.4399485182267,250.365,206644395046.9921,396,0.3333333333333333,deaths
2023-04-03,Meduza,russia,deaths_via_meduza_assembled_59,estimate,35455.65159256331,804.2987982828779,640.8725954749603,522.2231725345628,256.095,206663619123.49585,403,0.3333333333333333,deaths
2023-04-03,Meduza,russia,deaths_via_meduza_assembled_59,estimate_low,29107.518625256063,804.2987982828779,640.8725954749603,522.2231725345628,256.095,206663619123.49585,403,0.3333333333333333,deaths
2023-04-03,Meduza,russia,deaths_via_meduza_assembled_59,estimate_high,41803.78455987054,804.2987982828779,640.8725954749603,522.2231725345628,256.095,206663619123.49585,403,0.3333333333333333,deaths
2023-04-10,Meduza,russia,deaths_via_meduza_assembled_60,estimate,36075.360527405035,818.0520078146448,649.0745298261546,533.4801471252426,262.106,206704954785.6808,410,0.3333333333333333,deaths
2023-04-10,Meduza,russia,deaths_via_meduza_assembled_60,estimate_low,29611.878936160483,818.0520078146448,649.0745298261546,533.4801471252426,262.106,206704954785.6808,410,0.3333333333333333,deaths
2023-04-10,Meduza,russia,deaths_via_meduza_assembled_60,estimate_high,42538.84211864958,818.0520078146448,649.0745298261546,533.4801471252426,262.106,206704954785.6808,410,0.3333333333333333,deaths
2023-04-17,Meduza,russia,deaths_via_meduza_assembled_61,estimate,36774.29351577587,832.9358776181061,659.7199547234201,545.4887439662073,268.05,206729899025.8938,417,0.3333333333333333,deaths
2023-04-17,Meduza,russia,deaths_via_meduza_assembled_61,estimate_low,30200.7358656108,832.9358776181061,659.7199547234201,545.4887439662073,268.05,206729899025.8938,417,0.3333333333333333,deaths
2023-04-17,Meduza,russia,deaths_via_meduza_assembled_61,estimate_high,43347.851165940934,832.9358776181061,659.7199547234201,545.4887439662073,268.05,206729899025.8938,417,0.3333333333333333,deaths
2023-04-24,Meduza,russia,deaths_via_meduza_assembled_62,estimate,37276.64407687309,848.6859137662591,668.6971012082286,559.1802614963657,273.16,206806060141.74634,424,0.3333333333333333,deaths
2023-04-24,Meduza,russia,deaths_via_meduza_assembled_62,estimate_low,30637.451878316402,848.6859137662591,668.6971012082286,559.1802614963657,273.16,206806060141.74634,424,0.3333333333333333,deaths
2023-04-24,Meduza,russia,deaths_via_meduza_assembled_62,estimate_high,43915.836275429785,848.6859137662591,668.6971012082286,559.1802614963657,273.16,206806060141.74634,424,0.3333333333333333,deaths
2023-05-01,Meduza,russia,deaths_via_meduza_assembled_63,estimate,37716.51736385366,868.2805665586487,676.393313847575,575.156228907474,278.232,206817001612.48923,431,0.3333333333333333,deaths
2023-05-01,Meduza,russia,deaths_via_meduza_assembled_63,estimate_low,31027.976150183807,868.2805665586487,676.393313847575,575.156228907474,278.232,206817001612.48923,431,0.3333333333333333,deaths
2023-05-01,Meduza,russia,deaths_via_meduza_assembled_63,estimate_high,44405.0585775235,868.2805665586487,676.393313847575,575.156228907474,278.232,206817001612.48923,431,0.3333333333333333,deaths
2023-05-08,Meduza,russia,deaths_via_meduza_assembled_64,estimate,38439.18512100246,899.1299319769324,699.3570792453389,602.0205667793099,282.514,206818438860.608,438,0.3333333333333333,deaths
2023-05-08,Meduza,russia,deaths_via_meduza_assembled_64,estimate_low,31667.72968541573,899.1299319769324,699.3570792453389,602.0205667793099,282.514,206818438860.608,438,0.3333333333333333,deaths
2023-05-08,Meduza,russia,deaths_via_meduza_assembled_64,estimate_high,45210.64055658919,899.1299319769324,699.3570792453389,602.0205667793099,282.514,206818438860.608,438,0.3333333333333333,deaths
2023-05-15,Meduza,russia,deaths_via_meduza_assembled_65,estimate,39098.403568454494,924.3343466276286,715.6602800752178,625.0556007477902,286.129,206875435505.18805,445,0.3333333333333333,deaths
2023-05-15,Meduza,russia,deaths_via_meduza_assembled_65,estimate_low,32243.170036330226,924.3343466276286,715.6602800752178,625.0556007477902,286.129,206875435505.18805,445,0.3333333333333333,deaths
2023-05-15,Meduza,russia,deaths_via_meduza_assembled_65,estimate_high,45953.637100578766,924.3343466276286,715.6602800752178,625.0556007477902,286.129,206875435505.18805,445,0.3333333333333333,deaths
2023-05-22,Meduza,russia,deaths_via_meduza_assembled_66,estimate,39690.597846004806,957.9802919211851,742.1890015968748,653.6022297631976,290.13,206918691988.25214,452,0.3333333333333333,deaths
2023-05-22,Meduza,russia,deaths_via_meduza_assembled_66,estimate_low,32746.927218288427,957.9802919211851,742.1890015968748,653.6022297631976,290.13,206918691988.25214,452,0.3333333333333333,deaths
2023-05-22,Meduza,russia,deaths_via_meduza_assembled_66,estimate_high,46634.26847372118,957.9802919211851,742.1890015968748,653.6022297631976,290.13,206918691988.25214,452,0.3333333333333333,deaths
2023-05-29,Meduza,russia,deaths_via_meduza_assembled_67,estimate,40240.99474241111,983.8830506278507,753.9956110864924,677.8580555883133,294.638,206926147729.1403,459,0.3333333333333333,deaths
2023-05-29,Meduza,russia,deaths_via_meduza_assembled_67,estimate_low,33235.7929417581,983.8830506278507,753.9956110864924,677.8580555883133,294.638,206926147729.1403,459,0.3333333333333333,deaths
2023-05-29,Meduza,russia,deaths_via_meduza_assembled_67,estimate_high,47246.196543064114,983.8830506278507,753.9956110864924,677.8580555883133,294.638,206926147729.1403,459,0.3333333333333333,deaths
2023-06-05,Meduza,russia,deaths_via_meduza_assembled_68,estimate,41217.15243891551,1014.2743455311262,769.7779139499518,706.6816477351338,297.389,206965982833.67578,466,0.3333333333333333,deaths
2023-06-05,Meduza,russia,deaths_via_meduza_assembled_68,estimate_low,34077.176386086874,1014.2743455311262,769.7779139499518,706.6816477351338,297.389,206965982833.67578,466,0.3333333333333333,deaths
2023-06-05,Meduza,russia,deaths_via_meduza_assembled_68,estimate_high,48357.128491744144,1014.2743455311262,769.7779139499518,706.6816477351338,297.389,206965982833.67578,466,0.3333333333333333,deaths
2023-06-12,Meduza,russia,deaths_via_meduza_assembled_69,estimate,42257.3353191556,1043.669048509956,796.5303404178102,727.5071142848147,302.611,207613034070.30212,473,0.3333333333333333,deaths
2023-06-12,Meduza,russia,deaths_via_meduza_assembled_69,estimate_low,34976.803441643606,1043.669048509956,796.5303404178102,727.5071142848147,302.611,207613034070.30212,473,0.3333333333333333,deaths
2023-06-12,Meduza,russia,deaths_via_meduza_assembled_69,estimate_high,49537.86719666759,1043.669048509956,796.5303404178102,727.5071142848147,302.611,207613034070.30212,473,0.3333333333333333,deaths
2023-06-19,Meduza,russia,deaths_via_meduza_assembled_70,estimate,43209.520934799104,1071.3445053472137,816.0609294101725,752.2864625103241,307.168,207950588719.21338,480,0.3333333333333333,deaths
2023-06-19,Meduza,russia,deaths_via_meduza_assembled_70,estimate_low,35783.60540666173,1071.3445053472137,816.0609294101725,752.2864625103241,307.168,207950588719.21338,480,0.3333333333333333,deaths
2023-06-19,Meduza,russia,deaths_via_meduza_assembled_70,estimate_high,50635.43646293648,1071.3445053472137,816.0609294101725,752.2864625103241,307.168,207950588719.21338,480,0.3333333333333333,deaths
2023-06-26,Meduza,russia,deaths_via_meduza_assembled_71,estimate,44207.90314401769,1102.8413640972237,839.2185450723116,780.791747630527,311.414,207976685580.42627,487,0.3333333333333333,deaths
2023-06-26,Meduza,russia,deaths_via_meduza_assembled_71,estimate_low,36662.8651961073,1102.8413640972237,839.2185450723116,780.791747630527,311.414,207976685580.42627,487,0.3333333333333333,deaths
2023-06-26,Meduza,russia,deaths_via_meduza_assembled_71,estimate_high,51752.94109192809,1102.8413640972237,839.2185450723116,780.791747630527,311.414,207976685580.42627,487,0.3333333333333333,deaths
2023-07-03,Meduza,russia,deaths_via_meduza_assembled_72,estimate,44996.93196410503,1130.4879885684463,861.9401270773931,802.3738631196791,315.805,208003747063.33197,494,0.3333333333333333,deaths
2023-07-03,Meduza,russia,deaths_via_meduza_assembled_72,estimate_low,37353.082626248426,1130.4879885684463,861.9401270773931,802.3738631196791,315.805,208003747063.33197,494,0.3333333333333333,deaths
2023-07-03,Meduza,russia,deaths_via_meduza_assembled_72,estimate_high,52640.78130196164,1130.4879885684463,861.9401270773931,802.3738631196791,315.805,208003747063.33197,494,0.3333333333333333,deaths
2023-07-10,Meduza,russia,deaths_via_meduza_assembled_73,estimate,45563.414890074375,1168.3452771542177,894.405309152653,835.033481404876,320.311,208046498003.423,501,0.3333333333333333,deaths
2023-07-10,Meduza,russia,deaths_via_meduza_assembled_73,estimate_low,37865.406831582375,1168.3452771542177,894.405309152653,835.033481404876,320.311,208046498003.423,501,0.3333333333333333,deaths
2023-07-10,Meduza,russia,deaths_via_meduza_assembled_73,estimate_high,53261.422948566375,1168.3452771542177,894.405309152653,835.033481404876,320.311,208046498003.423,501,0.3333333333333333,deaths
2023-07-17,Meduza,russia,deaths_via_meduza_assembled_74,estimate,46174.46756610138,1204.5973105944067,922.6567524819553,868.4503274836688,323.702,208063048395.84164,508,0.3333333333333333,deaths
2023-07-17,Meduza,russia,deaths_via_meduza_assembled_74,estimate_low,38407.721135496846,1204.5973105944067,922.6567524819553,868.4503274836688,323.702,208063048395.84164,508,0.3333333333333333,deaths
2023-07-17,Meduza,russia,deaths_via_meduza_assembled_74,estimate_high,53941.21399670591,1204.5973105944067,922.6567524819553,868.4503274836688,323.702,208063048395.84164,508,0.3333333333333333,deaths
2023-07-24,Meduza,russia,deaths_via_meduza_assembled_75,estimate,47016.018650699254,1238.439975345864,945.2679704874901,900.0278994714708,327.739,208093892503.1265,515,0.3333333333333333,deaths
2023-07-24,Meduza,russia,deaths_via_meduza_assembled_75,estimate_low,39099.96410348248,1238.439975345864,945.2679704874901,900.0278994714708,327.739,208093892503.1265,515,0.3333333333333333,deaths
2023-07-24,Meduza,russia,deaths_via_meduza_assembled_75,estimate_high,54932.07319791602,1238.439975345864,945.2679704874901,900.0278994714708,327.739,208093892503.1265,515,0.3333333333333333,deaths
2023-07-31,Meduza,russia,deaths_via_meduza_assembled_76,estimate,47867.699438943906,1272.7057578222248,968.8106119556692,931.7956766291688,332.079,208336171863.94263,522,0.3333333333333333,deaths
2023-07-31,Meduza,russia,deaths_via_meduza_assembled_76,estimate_low,39804.7544556945,1272.7057578222248,968.8106119556692,931.7956766291688,332.079,208336171863.94263,522,0.3333333333333333,deaths
2023-07-31,Meduza,russia,deaths_via_meduza_assembled_76,estimate_high,55930.64442219332,1272.7057578222248,968.8106119556692,931.7956766291688,332.079,208336171863.94263,522,0.3333333333333333,deaths
2023-08-07,Meduza,russia,deaths_via_meduza_assembled_77,estimate,48497.38586318704,1288.6274146551275,982.4437369547915,945.6382769243232,334.967,208345095254.01532,529,0.3333333333333333,deaths
2023-08-07,Meduza,russia,deaths_via_meduza_assembled_77,estimate_low,40368.82349627899,1288.6274146551275,982.4437369547915,945.6382769243232,334.967,208345095254.01532,529,0.3333333333333333,deaths
2023-08-07,Meduza,russia,deaths_via_meduza_assembled_77,estimate_high,56625.94823009509,1288.6274146551275,982.4437369547915,945.6382769243232,334.967,208345095254.01532,529,0.3333333333333333,deaths
2023-08-14,Meduza,russia,deaths_via_meduza_assembled_78,estimate,49314.621092341404,1304.2359811748433,996.3278403042214,958.6352811395631,338.257,208367074712.70654,536,0.3333333333333333,deaths
2023-08-14,Meduza,russia,deaths_via_meduza_assembled_78,estimate_low,41070.61623978168,1304.2359811748433,996.3278403042214,958.6352811395631,338.257,208367074712.70654,536,0.3333333333333333,deaths
2023-08-14,Meduza,russia,deaths_via_meduza_assembled_78,estimate_high,57558.625944901134,1304.2359811748433,996.3278403042214,958.6352811395631,338.257,208367074712.70654,536,0.3333333333333333,deaths
2023-08-21,Meduza,russia,deaths_via_meduza_assembled_79,estimate,50102.19255628943,1349.937008939198,1039.668973118092,995.4652796386786,340.194,208374419378.53735,543,0.3333333333333333,deaths
2023-08-21,Meduza,russia,deaths_via_meduza_assembled_79,estimate_low,41744.85033887955,1349.937008939198,1039.668973118092,995.4652796386786,340.194,208374419378.53735,543,0.3333333333333333,deaths
2023-08-21,Meduza,russia,deaths_via_meduza_assembled_79,estimate_high,58459.53477369931,1349.937008939198,1039.668973118092,995.4652796386786,340.194,208374419378.53735,543,0.3333333333333333,deaths
2023-08-28,Meduza,russia,deaths_via_meduza_assembled_80,estimate,50911.95099150226,1395.9398791256428,1083.464957134053,1032.2811571857599,343.219,208409759784.8726,550,0.3333333333333333,deaths
2023-08-28,Meduza,russia,deaths_via_meduza_assembled_80,estimate_low,42450.511869986134,1395.9398791256428,1083.464957134053,1032.2811571857599,343.219,208409759784.8726,550,0.3333333333333333,deaths
2023-08-28,Meduza,russia,deaths_via_meduza_assembled_80,estimate_high,59373.39011301837,1395.9398791256428,1083.464957134053,1032.2811571857599,343.219,208409759784.8726,550,0.3333333333333333,deaths
2023-09-04,Meduza,russia,deaths_via_meduza_assembled_81,estimate,51643.81243978148,1439.4041301983173,1124.336654410422,1067.381781492255,346.979,208427333276.25565,557,0.3333333333333333,deaths
2023-09-04,Meduza,russia,deaths_via_meduza_assembled_81,estimate_low,43097.6172445305,1439.4041301983173,1124.336654410422,1067.381781492255,346.979,208427333276.25565,557,0.3333333333333333,deaths
2023-09-04,Meduza,russia,deaths_via_meduza_assembled_81,estimate_high,60190.00763503246,1439.4041301983173,1124.336654410422,1067.381781492255,346.979,208427333276.25565,557,0.3333333333333333,deaths
2023-09-11,Meduza,russia,deaths_via_meduza_assembled_82,estimate,52476.25769531176,1481.9852959074078,1164.0015280772136,1102.2157950699068,349.268,208437579244.46484,564,0.3333333333333333,deaths
2023-09-11,Meduza,russia,deaths_via_meduza_assembled_82,estimate_low,43815.50341690304,1481.9852959074078,1164.0015280772136,1102.2157950699068,349.268,208437579244.46484,564,0.3333333333333333,deaths
2023-09-11,Meduza,russia,deaths_via_meduza_assembled_82,estimate_high,61137.01197372047,1481.9852959074078,1164.0015280772136,1102.2157950699068,349.268,208437579244.46484,564,0.3333333333333333,deaths
2023-09-18,Meduza,russia,deaths_via_meduza_assembled_83,estimate,53189.85625477757,1517.8231493922228,1195.7731740380307,1132.2259697037907,352.107,208445637275.85648,571,0.3333333333333333,deaths
2023-09-18,Meduza,russia,deaths_via_meduza_assembled_83,estimate_low,44425.81078025622,1517.8231493922228,1195.7731740380307,1132.2259697037907,352.107,208445637275.85648,571,0.3333333333333333,deaths
2023-09-18,Meduza,russia,deaths_via_meduza_assembled_83,estimate_high,61953.90172929892,1517.8231493922228,1195.7731740380307,1132.2259697037907,352.107,208445637275.85648,571,0.3333333333333333,deaths
2023-09-25,Meduza,russia,deaths_via_meduza_assembled_84,estimate,53981.40647924703,1562.6981858861152,1237.676868912156,1169.423933803819,354.865,208457903239.00723,578,0.3333333333333333,deaths
2023-09-25,Meduza,russia,deaths_via_meduza_assembled_84,estimate_low,45097.17823432696,1562.6981858861152,1237.676868912156,1169.423933803819,354.865,208457903239.00723,578,0.3333333333333333,deaths
2023-09-25,Meduza,russia,deaths_via_meduza_assembled_84,estimate_high,62865.634724167096,1562.6981858861152,1237.676868912156,1169.423933803819,354.865,208457903239.00723,578,0.3333333333333333,deaths
2023-10-02,Meduza,russia,deaths_via_meduza_assembled_85,estimate,55100.415714686504,1611.6634406486237,1276.1421157013053,1212.9181747799792,356.951,208472533274.8283,585,0.3333333333333333,deaths
2023-10-02,Meduza,russia,deaths_via_meduza_assembled_85,estimate_low,46040.01688657258,1611.6634406486237,1276.1421157013053,1212.9181747799792,356.951,208472533274.8283,585,0.3333333333333333,deaths
2023-10-02,Meduza,russia,deaths_via_meduza_assembled_85,estimate_high,64160.81454280043,1611.6634406486237,1276.1421157013053,1212.9181747799792,356.951,208472533274.8283,585,0.3333333333333333,deaths
2023-10-09,Meduza,russia,deaths_via_meduza_assembled_86,estimate,56861.475802442474,1647.1742673078559,1306.4977349761132,1243.3657125648724,361.014,208478535352.6988,592,0.3333333333333333,deaths
2023-10-09,Meduza,russia,deaths_via_meduza_assembled_86,estimate_low,47588.70170768326,1647.1742673078559,1306.4977349761132,1243.3657125648724,361.014,208478535352.6988,592,0.3333333333333333,deaths
2023-10-09,Meduza,russia,deaths_via_meduza_assembled_86,estimate_high,66134.24989720169,1647.1742673078559,1306.4977349761132,1243.3657125648724,361.014,208478535352.6988,592,0.3333333333333333,deaths
2023-10-16,Meduza,russia,deaths_via_meduza_assembled_87,estimate,58432.71923605182,1679.7319723979706,1332.739820678411,1271.0740193872127,364.849,208491114078.56003,599,0.3333333333333333,deaths
2023-10-16,Meduza,russia,deaths_via_meduza_assembled_87,estimate_low,48976.40331060108,1679.7319723979706,1332.739820678411,1271.0740193872127,364.849,208491114078.56003,599,0.3333333333333333,deaths
2023-10-16,Meduza,russia,deaths_via_meduza_assembled_87,estimate_high,67889.03516150254,1679.7319723979706,1332.739820678411,1271.0740193872127,364.849,208491114078.56003,599,0.3333333333333333,deaths
2023-10-23,Meduza,russia,deaths_via_meduza_assembled_88,estimate,59888.42221140156,1707.8342391427439,1352.952785553932,1294.3764524121614,369.505,208520837960.9103,606,0.3333333333333333,deaths
2023-10-23,Meduza,russia,deaths_via_meduza_assembled_88,estimate_low,50258.151637078816,1707.8342391427439,1352.952785553932,1294.3764524121614,369.505,208520837960.9103,606,0.3333333333333333,deaths
2023-10-23,Meduza,russia,deaths_via_meduza_assembled_88,estimate_high,69518.6927857243,1707.8342391427439,1352.952785553932,1294.3764524121614,369.505,208520837960.9103,606,0.3333333333333333,deaths
2023-10-30,Meduza,russia,deaths_via_meduza_assembled_89,estimate,61401.635891147846,1737.1418321024353,1378.3784818539946,1316.7170419277961,374.65,208546747300.27457,613,0.3333333333333333,deaths
2023-10-30,Meduza,russia,deaths_via_meduza_assembled_89,estimate_low,51576.61469162549,1737.1418321024353,1378.3784818539946,1316.7170419277961,374.65,208546747300.27457,613,0.3333333333333333,deaths
2023-10-30,Meduza,russia,deaths_via_meduza_assembled_89,estimate_high,71226.6570906702,1737.1418321024353,1378.3784818539946,1316.7170419277961,374.65,208546747300.27457,613,0.3333333333333333,deaths
2023-11-06,Meduza,russia,deaths_via_meduza_assembled_90,estimate,62682.74275179793,1761.708898976101,1398.9448485876558,1334.232360010406,379.515,208552256916.55182,620,0.3333333333333333,deaths
2023-11-06,Meduza,russia,deaths_via_meduza_assembled_90,estimate_low,52712.122500902085,1761.708898976101,1398.9448485876558,1334.232360010406,379.515,208552256916.55182,620,0.3333333333333333,deaths
