Year,Week,BmzNow,Bmz2022,Bmz2023,Bmz2024,Bmz2025,ECSuperlates,EDSuperlatesFromCoeffs,EDSuperlatesCourts,ED,EDHigh,EDLow,EDPrediction,EDPredictionHigh,EDPredictionLow,EDAssembled,EDAssembledHigh,EDAssembledLow
2022,8,427,388,414,425,427,18.061239161608405,25.338851695163076,21.374493784093534,430.8586034714102,550.8194515304513,310.8977554123691,,,,456.1974551665733,576.1583032256143,336.2366071075322
2022,9,619,572,604,615,618,28.952672866823825,40.4034003960656,34.26391294016335,650.6457027603759,781.8711294234423,519.4202760973097,,,,691.0491031564416,822.274529819508,559.8236764933754
2022,10,588,542,562,573,584,18.446516934438453,25.57199646224907,21.83044906417255,442.7425040058724,521.8676785299629,363.61732948178144,,,,468.3145004681214,547.439674992212,389.1893259440305
2022,11,377,343,362,368,375,3.925829012269113,5.439361617511478,4.646005020437787,287.6320479848606,351.01354002589835,224.25055594382286,,,,293.07140960237206,356.4529016434098,229.68991756133434
2022,12,408,354,386,396,406,14.358673154860742,20.414154446027435,16.992708382311818,390.563188976046,471.6380647949242,309.4883131571676,,,,410.97734342207343,492.0522192409517,329.9024676031951
2022,13,369,309,343,354,363,33.77460670431674,49.53556139956093,39.9704092616275,331.2551200573612,400.2046973402516,262.3055427744707,,,,380.79068145692213,449.74025873981253,311.84110417403167
2022,14,200,157,177,187,198,5.399868080341774,7.999110191011746,6.390450050820982,206.82110547902911,256.06978293899795,157.5724280190603,,,,214.82021567004085,264.0688931300097,165.57153821007205
2022,15,249,214,235,242,248,2.0846111275425248,3.1340141569137376,2.467023839794054,145.69167377658258,177.21413696530345,114.16921058786176,,,,148.8256879334963,180.3481511222172,117.30322474477549
2022,16,350,303,323,337,345,9.540830355885916,14.664872631381426,11.291053582328724,257.63734357967763,322.3519015319139,192.92278562744127,,,,272.30221621105903,337.0167741632953,207.5876582588227
2022,17,321,274,296,305,316,14.219133080459198,22.240768078767186,16.827570297032064,274.09389189857956,348.6774130556272,199.51037074153209,,,,296.33465997734675,370.9181811343944,221.75113882029927
2022,18,360,310,340,350,359,12.222060178254772,19.296237275347213,14.464143183720486,221.509800727756,271.46032066299796,171.55928079251396,,,,240.8060380031032,290.75655793834517,190.85551806786117
2022,19,292,248,273,284,289,10.795362131995693,16.979182659829583,12.775723676693296,180.99129124753537,218.5028218658648,143.47976062920588,,,,197.97047390736495,235.48200452569438,160.45894328903546
2022,20,343,309,328,333,342,10.430224828198636,16.232415671522105,12.343603545814311,275.0958502562454,342.7943402060508,207.39736030644002,,,,291.3282659277675,359.0267558775729,223.62977597796214
2022,21,342,300,320,325,339,8.67435324983705,13.135719844118839,10.265625074816976,295.04073231956085,375.95207915148495,214.12938548763665,,,,308.1764521636797,389.0877989956038,227.26510533175548
2022,22,278,236,253,271,276,7.2520921129628455,10.912186713158762,8.582456408621855,144.80398803644002,171.57887165534885,118.02910441753117,,,,155.7161747495988,182.49105836850762,128.94129113068993
2022,23,238,191,218,227,235,3.897903161343884,5.847377616372839,4.612956295393182,93.7396993077106,106.74464840679869,80.7347502086225,,,,99.58707692408343,112.59202602317153,86.58212782499534
2022,24,224,172,195,211,224,30.788981909268724,44.46634995459211,36.43708477307086,7.777979488916333,2.281229492131036,13.274729485701625,,,,52.24432944350845,46.74757944672315,57.74107944029374
