date,cloud_cover_in_country,cloud_cover_in_east_of_country,fires_per_day,war_fires_per_day,fires_per_day_in_ukraine_held_area,war_fires_per_day_in_ukraine_held_area,fires_per_day_in_russia_held_area,war_fires_per_day_in_russia_held_area,fires_per_day_non_cloud_days_7dma,fires_per_day_7dma,war_fires_per_day_non_cloud_days_7dma,war_fires_per_day_7dma,fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,fires_per_day_in_ukraine_held_area_7dma,war_fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,war_fires_per_day_in_ukraine_held_area_7dma,fires_per_day_in_russia_held_area_non_cloud_days_7dma,fires_per_day_in_russia_held_area_7dma,war_fires_per_day_in_russia_held_area_non_cloud_days_7dma,war_fires_per_day_in_russia_held_area_7dma
2024-10-20,0.462,0.587,75,12,72,12,3,0,244.33333333333337,141.28571428571428,68.66666666666667,34.42857142857143,214.33333333333337,127.57142857142856,63.333333333333336,32,30,13.714285714285714,5.333333333333333,2.4285714285714284
2024-10-21,0.277,0.286,216,43,205,43,11,0,244.33333333333337,154.71428571428572,68.66666666666667,38.57142857142857,214.33333333333337,136.85714285714286,63.333333333333336,35.714285714285715,30,17.857142857142858,5.333333333333333,2.857142857142857
2024-10-22,0.273,0.197,274,87,231,75,43,12,244.33333333333337,156.71428571428572,68.66666666666667,41.85714285714286,214.33333333333337,133.28571428571428,63.333333333333336,36.42857142857143,30,23.428571428571427,5.333333333333333,5.428571428571429
2024-10-23,0.338,0.277,243,76,207,72,36,4,244.33333333333337,166.14285714285714,68.66666666666667,44.714285714285715,214.33333333333337,137.14285714285714,63.333333333333336,37.42857142857143,30,29,5.333333333333333,7.285714285714286
2024-10-24,0.493,0.525,164,38,133,34,31,4,244.33333333333337,168.42857142857142,68.66666666666667,46.285714285714285,214.33333333333337,136,63.333333333333336,38.142857142857146,30,32.42857142857143,5.333333333333333,8.142857142857142
2024-10-25,0.675,0.815,92,37,52,19,40,18,258.5,149.85714285714286,81.5,43.42857142857143,219,115.42857142857144,73.5,34,39.5,34.42857142857143,8,9.428571428571429
2024-10-26,0.526,0.525,99,20,60,7,39,13,243,140.57142857142858,76,42.285714285714285,207,102,72,31.428571428571427,36,38.57142857142857,4,10.857142857142858
2024-10-27,0.56,0.591,91,23,64,17,27,6,NA,114.57142857142856,NA,34.57142857142857,NA,76.14285714285714,NA,22,NA,38.42857142857143,NA,12.571428571428571
2024-10-28,0.702,0.722,86,23,61,14,25,9,NA,96.14285714285714,NA,32.285714285714285,NA,59.857142857142854,NA,19.285714285714285,NA,36.285714285714285,NA,13
2024-10-29,0.687,0.627,209,79,137,57,72,22,NA,97.14285714285714,NA,32.57142857142857,NA,63,NA,21.428571428571427,NA,34.142857142857146,NA,11.142857142857142
2024-10-30,0.754,0.672,61,22,26,6,35,16,NA,105.57142857142856,NA,37.142857142857146,NA,70.28571428571429,NA,25.714285714285715,NA,35.285714285714285,NA,11.428571428571429
2024-10-31,0.92,0.895,35,22,19,15,16,7,90,105.42857142857144,24,37.285714285714285,70,71.14285714285714,16,25.571428571428573,20,34.285714285714285,8,11.714285714285714
2024-11-01,0.723,0.788,99,39,74,34,25,5,90,99.71428571428572,24,34.857142857142854,70,68.42857142857143,16,24.142857142857142,20,31.285714285714285,8,10.714285714285714
2024-11-02,0.541,0.555,158,52,111,37,47,15,77,79,17,25,64,57.142857142857146,13,17.428571428571427,13,21.857142857142858,4,7.571428571428571
2024-11-03,0.45,0.453,90,24,70,16,20,8,77,78.85714285714286,17,23.285714285714285,64,61.285714285714285,13,18,13,17.571428571428573,4,5.285714285714286
2024-11-04,0.696,0.77,46,6,42,4,4,2,79.66666666666667,86,14.333333333333334,21.428571428571427,64.33333333333333,67.85714285714286,11.333333333333334,17,15.333333333333334,18.142857142857142,3,4.428571428571429
2024-11-05,0.385,0.441,64,10,58,10,6,0,79.66666666666667,76.28571428571429,14.333333333333334,17.428571428571427,64.33333333333333,60.857142857142854,11.333333333333334,13.714285714285714,15.333333333333334,15.428571428571429,3,3.714285714285714
2024-11-06,0.502,0.681,60,10,55,10,5,0,79.66666666666667,54.857142857142854,14.333333333333334,10,64.33333333333333,45.42857142857143,11.333333333333334,8.428571428571429,15.333333333333334,9.428571428571429,3,1.5714285714285716
2024-11-07,0.481,0.486,85,9,65,8,20,1,74.5,42.57142857142857,9.5,6.571428571428571,61.5,36,9,6.142857142857143,13,6.571428571428571,0.5,0.42857142857142855
2024-11-08,0.764,0.745,31,11,25,11,6,0,74.5,36.714285714285715,9.5,5.714285714285714,61.5,30.714285714285715,9,5.571428571428571,13,6,0.5,0.14285714285714288
2024-11-09,0.76,0.759,8,0,3,0,5,0,85,27.571428571428573,9,4.285714285714286,65,22.428571428571427,8,4.142857142857143,20,5.142857142857143,1,0.14285714285714288
2024-11-10,0.693,0.812,4,0,4,0,0,0,85,19,9,2.8571428571428568,65,14.571428571428571,8,2.714285714285714,20,4.428571428571429,1,0.14285714285714288
2024-11-11,0.841,0.931,5,0,5,0,0,0,NA,7,NA,1.5714285714285716,NA,5.428571428571428,NA,1.5714285714285716,NA,1.5714285714285716,NA,0
2024-11-12,0.859,0.802,0,0,0,0,0,0,NA,4.571428571428571,NA,0,NA,2.2857142857142856,NA,0,NA,2.285714285714286,NA,0
2024-11-13,0.937,0.948,0,0,0,0,0,0,NA,7.142857142857143,NA,0,NA,3,NA,0,NA,4.142857142857143,NA,0
2024-11-14,0.898,0.911,1,0,1,0,0,0,94,20,18,2.5714285714285716,53,10,12,1.7142857142857144,41,10,6,0.8571428571428572
2024-11-15,0.893,0.91,14,0,3,0,11,0,94,25.428571428571427,18,4.285714285714286,53,14.142857142857144,12,2.285714285714286,41,11.285714285714286,6,2
2024-11-16,0.6,0.587,26,0,8,0,18,0,105,42,33,11.142857142857144,63.5,24.714285714285715,20,6.2857142857142865,41.5,17.285714285714285,13,4.857142857142857
2024-11-17,0.442,0.471,94,18,53,12,41,6,105,43.42857142857143,33,11.285714285714286,63.5,25.428571428571427,20,6.285714285714286,41.5,18,13,5
2024-11-18,0.671,0.652,43,12,34,4,9,8,105,44.42857142857143,33,11.857142857142856,63.5,26.428571428571427,20,6.857142857142857,41.5,18,13,5
2024-11-19,0.585,0.487,116,48,74,28,42,20,105,43.714285714285715,33,12.428571428571429,63.5,27.285714285714285,20,7.428571428571428,41.5,16.428571428571427,13,5
2024-11-20,0.898,0.882,10,1,5,0,5,1,105,40.142857142857146,33,12.428571428571429,63.5,26.285714285714285,20,7.428571428571428,41.5,13.857142857142858,13,5
2024-11-21,0.851,0.92,8,4,8,4,0,0,116,28.71428571428571,48,10.571428571428571,74,20.571428571428573,28,6.428571428571428,42,8.142857142857144,20,4.142857142857143
2024-11-22,0.867,0.823,9,4,9,4,0,0,116,26.571428571428573,48,9.857142857142856,74,19.714285714285715,28,6.857142857142857,42,6.857142857142858,20,3
2024-11-23,0.884,0.957,1,0,1,0,0,0,NA,11.571428571428571,NA,3.5714285714285716,NA,10.714285714285714,NA,3.4285714285714284,NA,0.8571428571428571,NA,0.14285714285714288
2024-11-24,0.562,0.582,14,5,13,5,1,0,NA,10.142857142857142,NA,3.4285714285714284,NA,10,NA,3.4285714285714284,NA,0.14285714285714288,NA,0
2024-11-25,0.569,0.651,28,7,28,7,0,0,NA,9.857142857142858,NA,2.857142857142857,NA,9.714285714285714,NA,2.857142857142857,NA,0.14285714285714288,NA,0
2024-11-26,0.717,0.861,11,4,11,4,0,0,NA,8.857142857142858,NA,2.2857142857142856,NA,8.428571428571429,NA,2.2857142857142856,NA,0.42857142857142855,NA,0
2024-11-27,0.93,0.937,0,0,0,0,0,0,NA,9.142857142857142,NA,2.2857142857142856,NA,8.428571428571427,NA,2.2857142857142856,NA,0.7142857142857142,NA,0
2024-11-28,0.853,0.865,6,0,6,0,0,0,NA,7.142857142857143,NA,1.5714285714285716,NA,6.571428571428572,NA,1.5714285714285716,NA,0.5714285714285714,NA,0
2024-11-29,0.928,0.924,2,0,0,0,2,0,NA,3.2857142857142856,NA,0.5714285714285715,NA,2.5714285714285716,NA,0.5714285714285715,NA,0.7142857142857143,NA,0
2024-11-30,0.926,0.948,3,0,1,0,2,0,NA,1.7142857142857142,NA,0,NA,1,NA,0,NA,0.7142857142857143,NA,0
2024-12-01,0.887,0.943,0,0,0,0,0,0,NA,1.7142857142857142,NA,0,NA,1,NA,0,NA,0.7142857142857142,NA,0
2024-12-02,0.882,0.949,1,0,0,0,1,0,NA,1,NA,0,NA,0.14285714285714288,NA,0,NA,0.8571428571428571,NA,0
2024-12-03,0.921,0.958,0,0,0,0,0,0,NA,0.7142857142857142,NA,0,NA,0.14285714285714288,NA,0,NA,0.5714285714285714,NA,0
2024-12-04,0.979,0.977,0,0,0,0,0,0,NA,0.2857142857142857,NA,0,NA,0,NA,0,NA,0.2857142857142857,NA,0
2024-12-05,0.974,0.983,1,0,0,0,1,0,NA,0.2857142857142857,NA,0,NA,0,NA,0,NA,0.2857142857142857,NA,0
2024-12-06,0.943,0.962,0,0,0,0,0,0,NA,0.14285714285714288,NA,0,NA,0,NA,0,NA,0.14285714285714288,NA,0
2024-12-07,0.978,0.976,0,0,0,0,0,0,NA,0.14285714285714288,NA,0,NA,0,NA,0,NA,0.14285714285714288,NA,0
2024-12-08,0.954,0.97,0,0,0,0,0,0,NA,0.14285714285714288,NA,0,NA,0,NA,0,NA,0.14285714285714288,NA,0
2024-12-09,0.963,0.951,0,0,0,0,0,0,NA,0.14285714285714288,NA,0,NA,0.14285714285714288,NA,0,NA,0,NA,0
2024-12-10,0.969,0.964,0,0,0,0,0,0,NA,1,NA,0,NA,0.5714285714285715,NA,0,NA,0.4285714285714286,NA,0
2024-12-11,0.966,0.979,0,0,0,0,0,0,19,3.714285714285714,0,0,16,2.8571428571428568,0,0,3,0.8571428571428571,0,0
2024-12-12,0.918,0.932,1,0,1,0,0,0,19,3.857142857142857,0,0,16,2.857142857142857,0,0,3,1,0,0
2024-12-13,0.468,0.583,6,0,3,0,3,0,19,7.428571428571428,0,1.2857142857142858,16,6.428571428571428,0,1.2857142857142858,3,1,0,0
2024-12-14,0.534,0.46,19,0,16,0,3,0,19,11,0,2.8571428571428568,16,9.714285714285714,0,2.8571428571428568,3,1.2857142857142858,0,0
2024-12-15,0.926,0.947,1,0,0,0,1,0,19,17.285714285714285,0,4.857142857142857,16,13.714285714285714,0,4.428571428571429,3,3.5714285714285716,0,0.4285714285714286
2024-12-16,0.839,0.818,25,9,25,9,0,0,19,18.571428571428573,0,5.857142857142857,16,14.285714285714285,0,4.714285714285714,3,4.285714285714286,0,1.142857142857143
2024-12-17,0.824,0.839,25,11,23,11,2,0,19,21.714285714285715,0,7.428571428571429,16,15.285714285714286,0,5.285714285714286,3,6.428571428571429,0,2.1428571428571432
2024-12-18,0.631,0.571,44,14,28,11,16,3,NA,20,NA,7.857142857142857,NA,13.142857142857142,NA,5.285714285714286,NA,6.857142857142857,NA,2.5714285714285716
2024-12-19,0.752,0.756,10,7,5,2,5,5,NA,19.857142857142858,NA,7.857142857142857,NA,13.142857142857142,NA,5.285714285714286,NA,6.714285714285714,NA,2.5714285714285716
2024-12-20,0.768,0.691,28,11,10,4,18,7,NA,16.428571428571427,NA,6.571428571428571,NA,9.571428571428571,NA,4,NA,6.857142857142857,NA,2.5714285714285716
2024-12-21,0.885,0.955,7,3,1,0,6,3,NA,13.714285714285714,NA,5,NA,6.2857142857142865,NA,2.4285714285714284,NA,7.428571428571429,NA,2.5714285714285716
2024-12-22,0.842,0.969,0,0,0,0,0,0,NA,7.7142857142857135,NA,3,NA,2.2857142857142856,NA,0.8571428571428571,NA,5.428571428571429,NA,2.1428571428571432
2024-12-23,0.927,0.933,1,0,0,0,1,0,NA,6.428571428571428,NA,2,NA,1.7142857142857142,NA,0.5714285714285715,NA,4.7142857142857135,NA,1.4285714285714284
2024-12-24,0.891,0.856,6,0,0,0,6,0,NA,2.4285714285714284,NA,0.4285714285714286,NA,0.2857142857142857,NA,0,NA,2.142857142857143,NA,0.4285714285714286
2024-12-25,0.928,0.969,2,0,0,0,2,0,NA,1.4285714285714286,NA,0,NA,0.14285714285714288,NA,0,NA,1.2857142857142858,NA,0
2024-12-26,0.92,0.967,1,0,1,0,0,0,NA,1.4285714285714284,NA,0,NA,0.14285714285714288,NA,0,NA,1.2857142857142858,NA,0
2024-12-27,0.954,0.982,0,0,0,0,0,0,NA,1.2857142857142858,NA,0,NA,0.14285714285714288,NA,0,NA,1.142857142857143,NA,0
2024-12-28,0.961,0.992,0,0,0,0,0,0,NA,3.857142857142857,NA,0,NA,2.4285714285714284,NA,0,NA,1.4285714285714284,NA,0
2024-12-29,0.964,0.975,0,0,0,0,0,0,NA,6.428571428571428,NA,0,NA,4.857142857142857,NA,0,NA,1.5714285714285714,NA,0
2024-12-30,0.885,0.936,0,0,0,0,0,0,71,16.428571428571427,32,4.571428571428572,54,12.428571428571429,18,2.5714285714285716,17,4,14,2
2024-12-31,0.736,0.788,24,0,16,0,8,0,71,18.428571428571427,32,4.857142857142857,54,14.428571428571429,18,2.857142857142857,17,4,14,2
2025-01-01,0.478,0.548,20,0,17,0,3,0,71,22.857142857142858,32,8,54,15.285714285714286,18,3.285714285714286,17,7.571428571428572,14,4.7142857142857135
2025-01-02,0.38,0.284,71,32,54,18,17,14,55.5,28.571428571428573,23.5,10.142857142857142,39.5,18.857142857142858,12.5,4.285714285714286,16,9.714285714285715,11,5.857142857142857
2025-01-03,0.816,0.842,14,2,14,2,0,0,55.5,29.285714285714285,23.5,10.714285714285714,39.5,19.428571428571427,12.5,4.857142857142857,16,9.857142857142858,11,5.857142857142857
2025-01-04,0.625,0.647,31,22,6,3,25,19,55.5,26.285714285714285,23.5,10.714285714285714,39.5,17.571428571428573,12.5,4.857142857142857,16,8.714285714285714,11,5.857142857142857
2025-01-05,0.465,0.394,40,15,25,7,15,8,55.5,24.571428571428573,23.5,11.142857142857142,39.5,16,12.5,5.142857142857143,16,8.571428571428571,11,6
2025-01-06,0.819,0.809,5,4,4,4,1,0,40,17.42857142857143,15,7.857142857142857,25,10.285714285714286,7,3.2857142857142856,15,7.142857142857143,8,4.571428571428571
2025-01-07,0.803,0.809,3,0,3,0,0,0,40,17.428571428571427,15,8.714285714285714,25,9,7,3.7142857142857144,15,8.428571428571429,8,5
2025-01-08,0.819,0.832,8,3,6,2,2,1,40,16.285714285714285,15,7.428571428571429,25,10.571428571428571,7,4.428571428571429,15,5.714285714285714,8,3
2025-01-09,0.638,0.565,21,9,14,5,7,4,NA,15.285714285714286,NA,7.7142857142857135,NA,11.428571428571429,NA,5.857142857142857,NA,3.857142857142857,NA,1.8571428571428572
2025-01-10,0.82,0.768,14,8,5,5,9,3,NA,16.285714285714285,NA,8,NA,11.571428571428571,NA,5.857142857142857,NA,4.714285714285714,NA,2.142857142857143
2025-01-11,0.762,0.82,23,13,17,8,6,5,NA,17.714285714285715,NA,9.285714285714286,NA,12.428571428571429,NA,6.714285714285714,NA,5.285714285714286,NA,2.5714285714285716
2025-01-12,0.778,0.768,33,17,31,17,2,0,NA,18.142857142857142,NA,9.714285714285714,NA,12.857142857142858,NA,7.285714285714286,NA,5.285714285714286,NA,2.428571428571429
2025-01-13,0.726,0.728,12,6,5,4,7,2,NA,16.571428571428573,NA,8.428571428571429,NA,10.857142857142858,NA,6.571428571428571,NA,5.714285714285714,NA,1.8571428571428572
2025-01-14,0.647,0.681,13,9,9,6,4,3,NA,14.857142857142858,NA,7.2857142857142865,NA,10.428571428571429,NA,5.857142857142857,NA,4.428571428571429,NA,1.4285714285714284
2025-01-15,0.719,0.635,11,6,9,6,2,0,NA,13.571428571428571,NA,5.428571428571429,NA,10,NA,4.7142857142857135,NA,3.5714285714285716,NA,0.7142857142857142
2025-01-16,0.821,0.813,10,0,0,0,10,0,NA,11.857142857142858,NA,3.5714285714285716,NA,8.571428571428571,NA,2.857142857142857,NA,3.2857142857142856,NA,0.7142857142857142
2025-01-17,0.922,0.983,2,0,2,0,0,0,22,13.285714285714286,6,3.5714285714285716,16,10.142857142857142,6,3.142857142857143,6,3.142857142857143,0,0.4285714285714286
2025-01-18,0.832,0.941,14,0,14,0,0,0,22,13,6,2.7142857142857144,16,9,6,2.2857142857142856,6,4,0,0.4285714285714286
2025-01-19,0.606,0.656,21,4,21,4,0,0,22,11.857142857142858,6,2.142857142857143,16,7.714285714285714,6,1.4285714285714286,6,4.142857142857143,0,0.7142857142857142
2025-01-20,0.451,0.468,22,6,16,6,6,0,22,10.428571428571429,6,2.142857142857143,16,7.7142857142857135,6,1.4285714285714284,6,2.7142857142857144,0,0.7142857142857143
2025-01-21,0.855,0.802,11,3,1,0,10,3,22,10.142857142857142,6,2.142857142857143,16,7.428571428571429,6,1.4285714285714284,6,2.7142857142857144,0,0.7142857142857143
2025-01-22,0.974,0.976,3,2,0,0,3,2,22,8.857142857142858,6,2.142857142857143,16,6.142857142857143,6,1.4285714285714284,6,2.7142857142857144,0,0.7142857142857142
2025-01-23,0.893,0.956,0,0,0,0,0,0,22,6.2857142857142865,6,1.5714285714285716,16,3.1428571428571432,6,0.8571428571428572,6,3.1428571428571432,0,0.7142857142857142
2025-01-24,0.926,0.942,0,0,0,0,0,0,NA,9.142857142857144,NA,4.142857142857143,NA,6.2857142857142865,NA,3.428571428571429,NA,2.8571428571428568,NA,0.7142857142857142
2025-01-25,0.894,0.894,5,0,5,0,0,0,NA,11,NA,4,NA,9,NA,3.571428571428571,NA,2,NA,0.42857142857142855
2025-01-26,0.866,0.848,3,0,0,0,3,0,NA,18.428571428571427,NA,7.428571428571428,NA,14.142857142857142,NA,5,NA,4.2857142857142865,NA,2.4285714285714284
2025-01-27,0.802,0.873,42,24,38,24,4,0,NA,23.714285714285715,NA,10.428571428571429,NA,18.714285714285715,NA,7.857142857142857,NA,5,NA,2.5714285714285716
2025-01-28,0.84,0.865,24,2,20,1,4,1,NA,25.285714285714285,NA,10.714285714285714,NA,19.142857142857142,NA,7.857142857142857,NA,6.142857142857143,NA,2.857142857142857
2025-01-29,0.73,0.783,55,26,36,10,19,16,NA,26.428571428571427,NA,10.857142857142858,NA,20.142857142857142,NA,8,NA,6.285714285714286,NA,2.857142857142857
2025-01-30,0.718,0.805,37,21,32,20,5,1,NA,27.285714285714285,NA,11.428571428571429,NA,21.428571428571427,NA,8.571428571428571,NA,5.857142857142857,NA,2.8571428571428568
2025-01-31,0.888,0.903,11,2,3,0,8,2,NA,21.714285714285715,NA,8,NA,16.285714285714285,NA,5.142857142857143,NA,5.428571428571429,NA,2.8571428571428568
2025-02-01,0.858,0.92,13,1,12,1,1,0,NA,18.857142857142858,NA,7.7142857142857135,NA,13.428571428571429,NA,5,NA,5.428571428571429,NA,2.714285714285714
2025-02-02,0.763,0.723,9,4,9,4,0,0,NA,13,NA,4.7142857142857135,NA,9.857142857142858,NA,4,NA,3.1428571428571432,NA,0.7142857142857142
2025-02-03,0.828,0.878,3,0,2,0,1,0,NA,8.714285714285714,NA,1.8571428571428572,NA,6.142857142857143,NA,1.2857142857142858,NA,2.5714285714285716,NA,0.5714285714285714
2025-02-04,0.698,0.679,4,0,0,0,4,0,NA,9,NA,1.7142857142857142,NA,7.571428571428571,NA,1.4285714285714286,NA,1.4285714285714286,NA,0.28571428571428575
2025-02-05,0.733,0.747,14,5,11,3,3,2,NA,19.71428571428571,NA,5.857142857142857,NA,16.142857142857146,NA,4.7142857142857135,NA,3.5714285714285716,NA,1.142857142857143
2025-02-06,0.815,0.866,7,1,6,1,1,0,NA,40.42857142857142,NA,11.857142857142856,NA,33.857142857142854,NA,8.571428571428573,NA,6.571428571428572,NA,3.285714285714286
2025-02-07,0.838,0.947,13,1,13,1,0,0,NA,48.57142857142857,NA,14,NA,41.57142857142857,NA,10.571428571428571,NA,7,NA,3.4285714285714284
2025-02-08,0.69,0.655,88,30,72,24,16,6,NA,58.142857142857146,NA,16.142857142857142,NA,50.285714285714285,NA,12.714285714285714,NA,7.857142857142857,NA,3.4285714285714284
2025-02-09,0.496,0.577,154,46,133,31,21,15,135,75.42857142857143,17,17.857142857142858,114,65,16,14.571428571428571,21,10.428571428571429,1,3.285714285714286
2025-02-10,0.614,0.714,60,15,56,14,4,1,165.5,102.42857142857144,35,25.285714285714285,137.5,87.14285714285714,26.5,19.714285714285715,28,15.285714285714286,8.5,5.571428571428571
2025-02-11,0.538,0.527,71,15,61,15,10,0,165.5,113,35,27.428571428571427,137.5,92.28571428571428,26.5,20.285714285714285,28,20.714285714285715,8.5,7.142857142857143
2025-02-12,0.466,0.487,135,17,114,16,21,1,165.5,100.42857142857144,35,23.142857142857142,137.5,82,26.5,16.857142857142858,28,18.428571428571427,8.5,6.285714285714286
2025-02-13,0.416,0.408,196,53,161,37,35,16,165.5,79.28571428571429,35,16.714285714285715,137.5,63.57142857142857,26.5,12.571428571428571,28,15.714285714285714,8.5,4.142857142857143
2025-02-14,0.792,0.719,87,16,49,5,38,11,165.5,74.42857142857143,35,15.857142857142858,137.5,58.28571428571429,26.5,11.857142857142858,28,16.142857142857142,8.5,4
2025-02-15,0.818,0.898,0,0,0,0,0,0,131,73.14285714285714,29.333333333333332,16.285714285714285,110.66666666666669,57.71428571428571,23.666666666666668,12.285714285714286,20.333333333333332,15.428571428571429,5.666666666666666,4
2025-02-16,0.679,0.702,6,1,4,1,2,0,93,56.857142857142854,24.666666666666668,14.285714285714286,77,43.28571428571429,18.666666666666668,10.142857142857142,16,13.571428571428571,6,4.142857142857143
2025-02-17,0.485,0.518,26,9,19,9,7,0,41.5,32.57142857142857,10.5,6.714285714285714,35,21.857142857142858,9.5,4.857142857142857,6.5,10.714285714285714,1,1.857142857142857
2025-02-18,0.377,0.327,62,18,57,18,5,0,63,35.285714285714285,15,7.857142857142857,54.333333333333336,28.142857142857142,14,7.428571428571429,8.666666666666666,7.142857142857143,1,0.42857142857142855
2025-02-19,0.447,0.395,21,3,13,1,8,2,91.25,60.42857142857142,23.75,15,82.25,51.857142857142854,22,14,9,8.571428571428571,1.75,1
2025-02-20,0.49,0.507,26,0,11,0,15,0,179.4,135.57142857142858,70.8,51.857142857142854,168.4,124.57142857142858,68,49.857142857142854,11,11,2.8,2
2025-02-21,0.42,0.498,106,24,93,23,13,1,199,174.28571428571428,73,62.57142857142858,185.16666666666669,160.28571428571428,67.83333333333334,58.142857142857146,13.833333333333334,14,5.166666666666666,4.428571428571429
2025-02-22,0.365,0.332,176,50,166,46,10,4,271.6666666666667,236.57142857142856,98.5,84.42857142857143,246.33333333333337,212.71428571428572,84.66666666666667,72.57142857142857,25.333333333333336,23.857142857142858,13.833333333333332,11.857142857142856
2025-02-23,0.256,0.375,532,259,513,252,19,7,372.1666666666667,322.7142857142857,142.5,122.14285714285714,339.6666666666667,292.7142857142857,122,104.57142857142856,32.5,30,20.5,17.571428571428573
2025-02-24,0.296,0.361,297,84,269,67,28,17,412,412,166.85714285714286,166.85714285714286,373,373,141.14285714285714,141.14285714285714,39,39,25.714285714285715,25.714285714285715
2025-02-25,0.298,0.331,498,171,424,119,74,52,430.1428571428572,430.1428571428572,183.57142857142856,183.57142857142856,374.57142857142856,374.57142857142856,143.28571428571428,143.28571428571428,55.57142857142857,55.57142857142857,40.285714285714285,40.285714285714285
2025-02-26,0.379,0.344,624,267,573,225,51,42,472.5,418.7142857142857,205.83333333333337,180.71428571428572,409.3333333333333,357.42857142857144,159.5,138.57142857142858,63.16666666666667,61.285714285714285,46.333333333333336,42.142857142857146
2025-02-27,0.405,0.214,651,313,573,256,78,57,460.6,342.7142857142857,195.2,143.71428571428572,388.6,284.14285714285717,141,102.57142857142856,72,58.57142857142857,54.2,41.142857142857146
2025-02-28,0.535,0.287,233,141,104,38,129,103,501.5,308.7142857142857,223,132,418.5,249.28571428571428,159.5,93,83,59.42857142857143,63.5,39
2025-03-01,0.757,0.686,96,30,46,13,50,17,502.6666666666667,244.42857142857144,240.33333333333337,109.42857142857142,416.6666666666667,195.57142857142856,173,77.85714285714286,86,48.857142857142854,67.33333333333333,31.571428571428573
2025-03-02,0.928,0.935,0,0,0,0,0,0,442,191.28571428571428,227,87.71428571428571,338.5,145.28571428571428,147,60.142857142857146,103.5,46,80,27.571428571428573
2025-03-03,0.818,0.807,59,2,25,0,34,2,1394.5,463.4285714285714,835,261.4285714285714,1282.5,415,770,238.1428571428571,112,48.42857142857143,65,23.28571428571429
2025-03-04,0.711,0.781,48,13,48,13,0,0,2608,810.1428571428572,1474.5,444.1428571428572,2423.5,741,1405,419.5714285714286,184.5,69.14285714285714,69.5,24.571428571428573
2025-03-05,0.661,0.771,252,115,221,101,31,14,2541.3333333333335,1140.428571428571,1398.3333333333333,617.8571428571429,2354,1050.857142857143,1324,583.7142857142857,187.33333333333337,89.57142857142857,74.33333333333333,34.142857142857146
2025-03-06,0.338,0.455,2556,1529,2461,1502,95,27,2541.3333333333335,1460,1398.3333333333333,777.5714285714286,2354,1349.428571428571,1324,735.8571428571429,187.33333333333337,110.57142857142856,74.33333333333333,41.714285714285715
2025-03-07,0.297,0.16,2660,1420,2386,1308,274,112,2541.3333333333335,1643.7142857142858,1398.3333333333333,888.7142857142857,2354,1530.2857142857142,1324,844.8571428571429,187.33333333333337,113.42857142857144,74.33333333333333,43.857142857142854
2025-03-08,0.383,0.351,2408,1246,2215,1162,193,84,2541.3333333333335,1751.2857142857142,1398.3333333333333,936.7142857142856,2354,1628.571428571429,1324,890.2857142857143,187.33333333333337,122.71428571428572,74.33333333333333,46.42857142857143
2025-03-09,0.598,0.504,2237,1118,2090,1065,147,53,2541.3333333333335,1757.7142857142858,1398.3333333333333,936.5714285714286,2354,1630,1324,887.7142857142857,187.33333333333337,127.71428571428572,74.33333333333333,48.857142857142854
2025-03-10,0.767,0.785,1345,780,1291,763,54,17,2534,1413.2857142857142,1333,724.5714285714286,2300.5,1290.857142857143,1235,676.8571428571429,233.5,122.42857142857142,98,47.71428571428571
2025-03-11,0.806,0.82,801,349,736,331,65,18,2408,1143.428571428571,1246,572.7142857142857,2215,1015,1162,518.7142857142857,193,128.42857142857142,84,54
2025-03-12,0.765,0.774,297,114,231,83,66,31,NA,818,NA,402.8571428571428,NA,709.4285714285713,NA,357.57142857142856,NA,108.57142857142856,NA,45.285714285714285
2025-03-13,0.823,0.845,145,45,87,26,58,19,NA,511.57142857142856,NA,250,NA,423,NA,212.14285714285717,NA,88.57142857142857,NA,37.857142857142854
2025-03-14,0.739,0.679,771,357,455,201,316,156,NA,329.85714285714283,NA,145.42857142857142,NA,243.28571428571428,NA,105.28571428571428,NA,86.57142857142857,NA,40.142857142857146
2025-03-15,0.922,0.885,130,57,76,34,54,23,NA,252.1428571428571,NA,114,NA,171.85714285714286,NA,75.14285714285714,NA,80.28571428571429,NA,38.857142857142854
2025-03-16,0.801,0.875,92,48,85,47,7,1,NA,234.14285714285717,NA,105.57142857142858,NA,152.14285714285714,NA,65.57142857142857,NA,82,NA,40
2025-03-17,0.837,0.909,73,48,33,15,40,33,682,310.85714285714283,219,130.42857142857142,628,229.42857142857144,197,90,54,81.42857142857142,22,40.42857142857143
2025-03-18,0.577,0.709,257,129,236,120,21,9,1024,395.8571428571428,356,149.85714285714283,967.5,351.14285714285717,336.5,129.28571428571428,56.5,44.714285714285715,19.5,20.571428571428573
2025-03-19,0.46,0.531,171,55,93,16,78,39,1205.6666666666667,601.4285714285714,453,234.14285714285717,1139,552,425.3333333333333,210.57142857142856,66.66666666666667,49.42857142857143,27.666666666666668,23.571428571428573
2025-03-20,0.214,0.318,682,219,628,197,54,22,1205.6666666666667,647.8571428571429,453,250.57142857142856,1139,589.7142857142857,425.3333333333333,224.57142857142856,66.66666666666667,58.142857142857146,27.666666666666668,26
